COMPLAINID	COMPLAINDATE	COMPLETIONDATE	LASTNAME	FIRSTNAME	GENDER	BROKERFULLNAME	COMMISSIONSCHEME	DESCRIPTION_CATEGORY	REGION	DESCRIPTION_STATUS	STATE	PRODUCT	DESCRIPTION_PRIORITIES	DESCRIPTION_SOURCE	DESCRIPTION_TYPE
9359	17-04-2018	25-04-2018	Nicholas	Hamilton	MALE	Michael Evans	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Ohio	MMP-004	Non Urgent	Company HQ	Email
9360	17-04-2018	25-04-2018	Rose	Ellis	FEMALE	Keith Walker	No Commission	CERTIFICATE OF CONTENTS	West	CLOSED	Washington	BNM-034	Non Urgent	Company HQ	Email
9361	17-04-2018	25-04-2018	Chris	Fields	MALE	Gregory Lynch	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	CAS-019	Non Urgent	Company HQ	Email
9362	12-04-2018	09-05-2018	Ronald	Reyes	MALE	Nicholas Campbell	Comm7	SECURITY PUBLISHING CONTRACT	South	CLOSED	Maryland	HOC-048	Non Urgent	Company HQ	Written
9363	17-04-2018	25-04-2018	Carl	Ross	MALE	Louis Shaw	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	MOT-011	Non Urgent	Company HQ	Email
9364	17-04-2018	23-04-2018	Angela	Edwards	FEMALE	Ernest Wright	Comm2	CERTIFICATE OF CONTENTS	Northeast	CLOSED	New Jersey	HOC-064	Non Urgent	Company HQ	Email
9365	17-04-2018	20-04-2018	Eric	Scott	MALE	Ronald Crawford	Comm2	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	Idaho	BNM-035	Non Urgent	CRO	Partner Or Bank
9366	16-04-2018	21-05-2018	Steve	Bradley	MALE	Joseph Nichols	No Commission	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	California	CAS-019	Non Urgent	Company HQ	Written
9367	17-04-2018	19-04-2018	Gregory	Harris	MALE	Peter Wright	Comm6	UPDATE REQUEST	Midwest	CLOSED	Illinois	FPT-060	Non Urgent	Company HQ	Email
9368	17-04-2018	09-05-2018	Joshua	White	MALE	Aaron Turner	Comm4	SECURITY PUBLISHING CONTRACT	Northeast	CLOSED	Connecticut	HOC-053	Non Urgent	Company HQ	Court Order
9369	18-04-2018	19-04-2018	Ryan	Jacobs	MALE	Justin Robinson	Comm3	CERTIFICATE OF CONTENTS	West	CLOSED	Nevada	CAS-066	Non Urgent	Partner	Email
9370	16-04-2018	30-04-2018	Shirley	Reynolds	FEMALE	Jonathan Stevens	No Commission	PERFORMANCE OR RESISTANCE TO PERSONAL DATA	Midwest	CLOSED	Illinois	CAP-026	Non Urgent	Company HQ	Email
9371	19-04-2018	22-05-2018	Jacqueline	Marshall	FEMALE	David Fuller	Bonus Based	DISCLAIMER OF DISMISSAL	Midwest	CLOSED	North Dakota	CAP-071	Non Urgent	Company HQ	Written
9372	20-04-2018	25-04-2018	Denise	Richards	FEMALE	Shawn Reed	Comm2	SECURITY CONTRACT MANAGEMENT REQUEST	Northeast	CLOSED	New Jersey	CAS-015	Non Urgent	Company HQ	Email
9373	20-04-2018	24-04-2018	Sara	Rice	FEMALE	Ronald Reed	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	BNM-062	Non Urgent	Company HQ	Email
9374	20-04-2018	25-04-2018	Randy	Morales	MALE	Jimmy Young	Bonus Based	UPDATE REQUEST	Northeast	CLOSED	New York	CAP-026	Non Urgent	Company HQ	Email
9375	20-04-2018	24-04-2018	Steve	Cole	MALE	Dennis Bishop	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Pennsylvania	HOC-047	Non Urgent	Company HQ	Email
9376	20-04-2018	23-04-2018	Martin	Medina	MALE	Joshua Wagner	Comm3	SECURITY BUILDING REQUEST SECURITY RETURN	Midwest	CLOSED	North Dakota	CAS-022	Non Urgent	CRO	Partner Or Bank
9377	13-04-2018	30-04-2018	Johnny	Miller	MALE	Scott Martin	Comm2	SECURITY BUILDING REQUEST SECURITY RETURN	South	CLOSED	Virginia	CAS-022	Non Urgent	Company HQ	Written
9378	20-04-2018	23-04-2018	Chris	Austin	MALE	Jonathan Wagner	Bonus Based	UPDATE REQUEST	South	CLOSED	Florida	CAS-066	Non Urgent	Company HQ	Written
9379	20-04-2018	22-05-2018	Janice	Ward	FEMALE	Louis Gordon	Bonus Based	UPDATE REQUEST	South	CLOSED	Texas	CAP-027	Non Urgent	Company HQ	Written
9380	23-04-2018	23-04-2018	Jason	Welch	MALE	Victor Day	No Commission	SECURITY CONTRACT MANAGEMENT REQUEST	West	CLOSED	Washington	BNM-039	Non Urgent	Company HQ	Email
9381	23-04-2018	07-05-2018	Stephen	Flores	MALE	Douglas Morris	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Virginia	BNM-034	Non Urgent	Company HQ	Email
9382	20-04-2018	05-06-2018	Amanda	Nelson	FEMALE	Randy Morgan	Comm8	UPDATE REQUEST	South	CLOSED	Oklahoma	MOT-007	Non Urgent	Company HQ	Email
9383	19-04-2018	07-05-2018	Victor	Henderson	MALE	Peter Wright	Comm6	PERFORMANCE OR RESISTANCE TO PERSONAL DATA	South	CLOSED	Texas	HHC-057	Non Urgent	Company HQ	Written
9385	19-04-2018	02-05-2018	Roy	Simmons	MALE	Philip Murray	Comm4	UPDATE REQUEST	Northeast	CLOSED	Connecticut	CAS-013	Non Urgent	Company HQ	Written
9386	23-04-2018	24-04-2018	Craig	Foster	MALE	Louis Garrett	Bonus Based	UPDATE REQUEST	West	CLOSED	California	CAS-019	Non Urgent	CRO	In person
9387	19-04-2018	07-05-2018	Frank	Mason	MALE	Ryan Dean	Comm5	POWER FOR PRESENTATION OR WRONG	Northeast	CLOSED	New Jersey	HOC-051	Non Urgent	Company HQ	Email
9388	23-04-2018	26-04-2018	Todd	Sullivan	MALE	Patrick Hunt	No Commission	DISCLAIMER OF DISMISSAL	Northeast	CLOSED	New Jersey	CAP-028	Non Urgent	Company HQ	Written
9389	10-04-2018	11-04-2018	Barbara	Gardner	FEMALE	Daniel Wagner	Comm3	UPDATE REQUEST	South	CLOSED	Florida	BMB-042	Non Urgent	Company HQ	Email
9390	24-04-2018	27-04-2018	Robin	Bell	FEMALE	Brandon Scott	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Utah	LOL-046	Non Urgent	Company HQ	Email
9391	24-04-2018	27-04-2018	Debra	Anderson	FEMALE	Stephen Duncan	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	BNM-032	Non Urgent	Company HQ	Email
9392	24-04-2018	27-04-2018	Benjamin	George	MALE	Gregory Gonzalez	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Virginia	LBL-074	Non Urgent	Company HQ	Email
9395	13-04-2018	30-04-2018	Richard	Carter	MALE	Walter Turner	Comm2	PERFORMANCE OR RESISTANCE TO PERSONAL DATA	Northeast	CLOSED	Massachusetts	LBL-043	Non Urgent	Company HQ	Written
9396	24-04-2018	03-05-2018	George	Phillips	MALE	Harry Mason	Comm2	BENEFICIARY MANAGEMENT REQUEST	West	CLOSED	Arizona	LBL-043	Non Urgent	Company HQ	Email
9397	22-03-2018	25-04-2018	Marie	Alvarez	FEMALE	Victor Chavez	Comm3	SECURITY BUILDING REQUEST SECURITY RETURN	South	CLOSED	Texas	HOC-055	Non Urgent	Company HQ	Written
9398	24-04-2018	26-04-2018	Lillian	Bradley	FEMALE	Jeffrey Morales	Comm2	UPDATE REQUEST	Midwest	CLOSED	Illinois	HOC-054	Non Urgent	CRO	Partner Or Bank
9399	24-04-2018	25-04-2018	Lisa	Wilson	FEMALE	Jack Meyer	Comm2	UPDATE REQUEST	West	CLOSED	Colorado	LBL-044	Non Urgent	CRO	Partner Or Bank
9400	23-04-2018	14-05-2018	Ronald	Fowler	MALE	Harry Reynolds	Comm5	SOME DECISION	Midwest	CLOSED	Illinois	CAP-070	Non Urgent	Company HQ	Email
9401	25-04-2018	27-04-2018	Shawn	Henderson	MALE	Jeremy Elliott	Comm7	UPDATE REQUEST	South	CLOSED	Georgia	CAS-067	Non Urgent	Company HQ	Email
9402	25-04-2018	27-04-2018	Alan	Gardner	MALE	Clarence Wagner	Comm7	UPDATE REQUEST	Northeast	CLOSED	New Jersey	MMP-004	Non Urgent	Company HQ	Email
9403	25-04-2018	10-05-2018	Randy	Fields	MALE	Justin Bennett	Bonus Based	UPDATE REQUEST	West	CLOSED	California	BNM-034	Non Urgent	Company HQ	Email
9404	25-04-2018	27-04-2018	Frank	James	MALE	Earl Stewart	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HHC-063	Non Urgent	Company HQ	Email
9405	25-04-2018	30-04-2018	Christopher	Wallace	MALE	David Rodriguez	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	HHC-063	Non Urgent	Company HQ	Email
9406	25-04-2018	30-04-2018	Virtus 			Michael Olson	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	BNM-033	Non Urgent	Company HQ	Email
9407	25-04-2018	02-05-2018	Harold	Ray	MALE	Antonio Warren	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	CAP-069	Non Urgent	Company HQ	Email
9408	25-04-2018	03-05-2018	Earl	Coleman	MALE	Carlos Mills	Comm4	SECURITY CONTRACT MANAGEMENT REQUEST	West	CLOSED	California	CAS-075	Non Urgent	Company HQ	Email
9409	25-04-2018	08-05-2018	Jerry	Moreno	MALE	Mark Meyer	Comm8	CERTIFICATE OF CONTENTS	Northeast	CLOSED	New York	MOT-009	Non Urgent	Company HQ	Email
9410	25-04-2018	08-05-2018	Jack	Andrews	MALE	Wayne Gonzalez	Comm7	CERTIFICATE OF CONTENTS	Northeast	CLOSED	New Jersey	BNM-037	Non Urgent	Company HQ	Email
9411	23-04-2018	26-04-2018	Christine	Martinez	FEMALE	Raymond Moreno	Comm2	UPDATE REQUEST	West	CLOSED	California	MMP-004	Non Urgent	Company HQ	Written
9412	25-04-2018	26-04-2018	Patrick	Johnson	MALE	Douglas Gray	Bonus Based	UPDATE REQUEST	Northeast	CLOSED	Massachusetts	HHC-058	Non Urgent	Company HQ	Email
9413	23-04-2018	24-05-2018	Jack	Pierce	MALE	Arthur Mccoy	Comm3	UPDATE REQUEST	South	CLOSED	Georgia	MOT-011	Non Urgent	Company HQ	Email
9414	26-04-2018	02-05-2018	Carlos	Hicks	MALE	Mark Turner	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	BNM-034	Non Urgent	Company HQ	Email
9415	26-04-2018	02-05-2018	Shawn	Rodriguez	MALE	Brandon Griffin	Comm6	CERTIFICATE OF CONTENTS	Northeast	CLOSED	New York	CAP-025	Non Urgent	Company HQ	Email
9416	26-04-2018	02-05-2018	Debra	Carroll	FEMALE	Kevin Bell	Bonus Based	CERTIFICATE OF CONTENTS	Midwest	CLOSED	Illinois	CAS-065	Non Urgent	Company HQ	Email
9417	26-04-2018	30-04-2018	Linda	Hart	FEMALE	Todd Hughes	Bonus Based	CERTIFICATE OF CONTENTS	Midwest	CLOSED	Minnesota	BNM-040	Non Urgent	Company HQ	Email
9418	26-04-2018	02-05-2018	Daiichi Ltd			Bobby Lane	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HHC-057	Non Urgent	Company HQ	Email
9419	26-04-2018	03-05-2018	Carolyn	Turner	FEMALE	Patrick Turner	Bonus Based	BENEFICIARY MANAGEMENT REQUEST	Northeast	CLOSED	Connecticut	BNM-031	Non Urgent	Company HQ	Email
9420	26-04-2018	01-06-2018	Harold	Stevens	MALE	Alan Porter	Comm2	TERMS IN PRODUCT USE	Midwest	CLOSED	Illinois	CAS-067	Non Urgent	Company HQ	Written
9422	26-04-2018	01-06-2018	Scott	Willis	MALE	Mark Turner	Comm9	TERMS IN PRODUCT USE	South	CLOSED	Texas	HOC-064	Non Urgent	Company HQ	Written
9423	30-04-2018	03-05-2018	Carl	Bishop	MALE	Ralph Wright	Comm9	SECURITY CONTRACT MANAGEMENT REQUEST	Northeast	CLOSED	Connecticut	LBL-074	Non Urgent	Company HQ	Email
9424	30-04-2018	03-05-2018	Mark	Lynch	MALE	Ralph Ferguson	Comm2	BENEFICIARY MANAGEMENT REQUEST	West	CLOSED	Nevada	HOC-053	Non Urgent	Company HQ	Email
9425	30-04-2018	03-05-2018	Amanda	Hudson	FEMALE	Arthur Peters	Comm8	BENEFICIARY MANAGEMENT REQUEST	West	CLOSED	California	BNM-040	Non Urgent	Company HQ	Email
9426	30-04-2018	02-05-2018	Jean	Taylor	FEMALE	Billy Fields	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Minnesota	BMB-042	Non Urgent	Company HQ	Email
9427	30-04-2018	03-05-2018	Benjamin	Little	MALE	Louis Reyes	Comm9	BENEFICIARY MANAGEMENT REQUEST	West	CLOSED	California	CAP-069	Non Urgent	Company HQ	Email
9428	30-04-2018	03-05-2018	Marie	Fernandez	FEMALE	Ralph Wells	Comm7	BENEFICIARY MANAGEMENT REQUEST	West	CLOSED	California	OOT-061	Non Urgent	Company HQ	Email
9429	30-04-2018	03-05-2018	Catherine	Pierce	FEMALE	Samuel Torres	Bonus Based	BENEFICIARY MANAGEMENT REQUEST	South	CLOSED	Texas	BNM-062	Non Urgent	Company HQ	Email
9430	30-04-2018	02-05-2018	Martin	Anderson	MALE	Thomas Porter	Comm3	UPDATE REQUEST	Midwest	CLOSED	Illinois	CAP-024	Non Urgent	Company HQ	Email
9431	30-04-2018	03-05-2018	Earl	Peterson	MALE	Jack Knight	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Missouri	PNM-001	Non Urgent	Company HQ	Email
9432	30-04-2018	03-05-2018	Roger	Nichols	MALE	Paul Diaz	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	North Dakota	CAP-027	Non Urgent	Company HQ	Email
9433	30-04-2018	03-05-2018	Nancy	Mendoza	FEMALE	Brian Davis	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	BNM-037	Non Urgent	Company HQ	Email
9434	30-04-2018	03-05-2018	Richard	Reid	MALE	Donald Garcia	Bonus Based	BENEFICIARY MANAGEMENT REQUEST	Midwest	CLOSED	Illinois	CAP-024	Non Urgent	Company HQ	Email
9435	26-04-2018	30-04-2018	Julie	Peterson	FEMALE	Ralph Hayes	Comm2	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Northeast	CLOSED	New Jersey	MMP-006	Non Urgent	Company HQ	Email
9436	30-04-2018	03-05-2018	Louise	Mendoza	FEMALE	Gregory Cole	Comm2	BENEFICIARY MANAGEMENT REQUEST	Midwest	CLOSED	Missouri	CAS-016	Non Urgent	Company HQ	Email
9437	02-05-2018	03-05-2018	Jennifer	Gardner	FEMALE	Jonathan Brooks	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	LBL-074	Non Urgent	Company HQ	Email
9438	27-04-2018	10-05-2018	Judith	Johnston	FEMALE	Louis Reyes	Comm9	RESEARCH REQUEST	Midwest	CLOSED	Illinois	HHC-078	Non Urgent	Company HQ	Email
9439	30-04-2018	07-06-2018	Wanda	Baker	FEMALE	Thomas Sanders	Comm3	SECURITY BUILDING REQUEST SECURITY RETURN	Midwest	CLOSED	Illinois	PNM-001	Non Urgent	Company HQ	Written
9440	02-05-2018	03-05-2018	Ruby	Ross	FEMALE	Shawn Reed	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Ohio	HOC-051	Non Urgent	Company HQ	Email
9446	02-05-2018	03-05-2018	Louis	Lane	MALE	Craig Russell	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	MOT-011	Non Urgent	Company HQ	Email
9447	02-05-2018	07-05-2018	Harold	Lawson	MALE	Henry Smith	Comm8	BENEFICIARY MANAGEMENT REQUEST	Midwest	CLOSED	Illinois	MMP-006	Non Urgent	Company HQ	Email
9448	02-05-2018	03-05-2018	Mildred	Patterson	FEMALE	Walter Young	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	MMP-004	Non Urgent	Company HQ	Email
9449	02-05-2018	07-05-2018	Betty	Martin	FEMALE	Keith Welch	Comm8	BENEFICIARY MANAGEMENT REQUEST	Midwest	CLOSED	Michigan	PNM-001	Non Urgent	Company HQ	Email
9450	02-05-2018	04-05-2018	Dennis	Montgomery	MALE	Jesse Green	Comm8	UPDATE REQUEST	Midwest	CLOSED	Michigan	CAP-069	Non Urgent	Company HQ	Email
9451	02-05-2018	07-05-2018	Jesse	Patterson	MALE	Carlos Lawrence	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	HOC-050	Non Urgent	Company HQ	Email
9452	02-05-2018	07-05-2018	Wanda	Price	FEMALE	Mark Carter	Comm4	BENEFICIARY MANAGEMENT REQUEST	Northeast	CLOSED	Connecticut	CAS-012	Non Urgent	Company HQ	Email
9453	02-05-2018	07-05-2018	Robin	Hunter	FEMALE	Jonathan Owens	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	BNM-038	Non Urgent	Company HQ	Email
9454	02-05-2018	07-05-2018	Willie	Ortiz	MALE	Martin Patterson	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	CAP-028	Non Urgent	Company HQ	Email
9455	02-05-2018	07-05-2018	Judy	Evans	FEMALE	Johnny Ross	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	HOC-056	Non Urgent	Company HQ	Email
9456	02-05-2018	04-05-2018	Keith	Johnson	MALE	Jeffrey Murray	Comm2	BENEFICIARY MANAGEMENT REQUEST	South	CLOSED	Florida	HOC-047	Non Urgent	Company HQ	Email
9457	02-05-2018	07-05-2018	Jane	Spencer	FEMALE	Victor Hanson	No Commission	BENEFICIARY MANAGEMENT REQUEST	Midwest	CLOSED	Illinois	CAS-020	Non Urgent	Company HQ	Email
9458	02-05-2018	04-06-2018	Randy	Russell	MALE	Clarence Duncan	Comm2	UPDATE REQUEST	South	CLOSED	Alabama	CAP-071	Non Urgent	CRO	In person
9459	30-04-2018	03-05-2018	Howard	Kelly	MALE	Shawn Fernandez	Comm2	PERFORMANCE OR RESISTANCE TO PERSONAL DATA	Northeast	CLOSED	Pennsylvania	CAP-071	Non Urgent	Company HQ	Email
9460	03-05-2018	04-05-2018	Larry	Armstrong	MALE	Willie Hudson	Comm2	SECURITY CONTRACT MANAGEMENT REQUEST	Midwest	CLOSED	Michigan	CAS-076	Non Urgent	Company HQ	Email
9461	03-05-2018	03-05-2018	Harry	Allen	MALE	Albert Taylor	Comm7	UPDATE REQUEST	South	CLOSED	Florida	HHC-057	Non Urgent	Company HQ	Email
9462	02-05-2018	08-05-2018	Frank	Payne	MALE	Charles Castillo	Comm2	UPDATE REQUEST	South	CLOSED	Texas	CAS-076	Non Urgent	Company HQ	Email
9463	03-05-2018	09-05-2018	Carolyn	Ramos	FEMALE	Sean Williams	Comm9	PAYMENT POLICY	West	CLOSED	California	CAP-024	Non Urgent	Company HQ	Written
9464	03-05-2018	11-06-2018	Larry	Wallace	MALE	Peter Wright	Comm6	UPDATE REQUEST	South	CLOSED	Arkansas	MOT-011	Non Urgent	CRO	Email
9465	04-05-2018	07-05-2018	Howard	Mason	MALE	Antonio Lynch	Comm2	BENEFICIARY MANAGEMENT REQUEST	South	CLOSED	North Carolina	CAS-021	Non Urgent	Company HQ	Email
9466	04-05-2018	07-05-2018	Kenneth	Davis	MALE	Jeffrey Richards	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	BNM-037	Non Urgent	Company HQ	Email
9467	04-05-2018	07-05-2018	Benjamin	Carr	MALE	Jose Spencer	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	HOC-064	Non Urgent	Company HQ	Email
9468	04-05-2018	07-05-2018	Joshua	Nguyen	MALE	Craig Carpenter	Comm2	BENEFICIARY MANAGEMENT REQUEST	South	CLOSED	Virginia	CAS-065	Non Urgent	Company HQ	Email
9469	04-05-2018	10-05-2018	Doris	Murphy	FEMALE	Ronald Flores	Comm5	CERTIFICATE OF CONTENTS	West	CLOSED	California	CAS-065	Non Urgent	Company HQ	Email
9470	04-05-2018	10-05-2018	Bobby	Garrett	MALE	Harry Gardner	Bonus Based	CERTIFICATE OF CONTENTS	South	CLOSED	Georgia	CAS-018	Non Urgent	Company HQ	Email
9471	04-05-2018	07-05-2018	Clarence	Young	MALE	Russell Burns	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	BNM-039	Non Urgent	Company HQ	Email
9472	03-05-2018	15-05-2018	Deborah	Tucker	FEMALE	Lawrence Willis	No Commission	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Texas	MOT-009	Non Urgent	Company HQ	Email
9473	03-05-2018	12-06-2018	Jane	Edwards	FEMALE	Louis Reyes	Comm9	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Texas	CAS-013	Non Urgent	Company HQ	Email
9474	04-05-2018	09-05-2018	Elizabeth	Gibson	FEMALE	Bobby Ross	Comm2	BENEFICIARY MANAGEMENT REQUEST	Northeast	CLOSED	Connecticut	BNM-062	Non Urgent	Company HQ	Email
9475	04-05-2018	09-05-2018	Amanda	Hanson	FEMALE	Todd Lane	No Commission	BENEFICIARY MANAGEMENT REQUEST	Northeast	CLOSED	Connecticut	CAP-026	Non Urgent	Company HQ	Email
9476	04-05-2018	07-05-2018	Annie	Cunningham	FEMALE	Jose Moore	Bonus Based	CERTIFICATE OF CONTENTS	Midwest	CLOSED	Illinois	BNM-033	Non Urgent	Company HQ	Email
9477	04-05-2018	08-05-2018	Teresa	Kim	FEMALE	Albert Hunt	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Alabama	CAS-012	Non Urgent	Company HQ	Email
9478	04-05-2018	07-05-2018	Roy	Rivera	MALE	Carlos Stevens	No Commission	SECURITY CONTRACT MANAGEMENT REQUEST	West	CLOSED	California	CAP-029	Non Urgent	Company HQ	Email
9479	04-05-2018	08-05-2018	Eric	Burns	MALE	Nicholas Hawkins	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	MOT-010	Non Urgent	Company HQ	Email
9480	04-05-2018	08-05-2018	Eric	Turner	MALE	Kevin Owens	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	LBL-045	Non Urgent	Company HQ	Email
9481	02-05-2018	21-05-2018	Shirley	Lewis	FEMALE	Nicholas Montgomery	Comm8	POOR SERVICE	West	CLOSED	Oregon	CAP-025	Non Urgent	Company HQ	Email
9482	03-05-2018	21-05-2018	Joyce	Murphy	FEMALE	Larry Walker	Comm2	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Midwest	CLOSED	Indiana	CAS-019	Urgent	Company HQ	Phone
9483	07-05-2018	09-05-2018	Clarence	Harris	MALE	Ralph Wright	Comm9	BENEFICIARY MANAGEMENT REQUEST	Midwest	CLOSED	North Dakota	FPT-060	Non Urgent	Company HQ	Email
9484	07-05-2018	09-05-2018	Catherine	Alexander	FEMALE	Terry Thomas	Bonus Based	BENEFICIARY MANAGEMENT REQUEST	West	CLOSED	Washington	CAS-021	Non Urgent	Company HQ	Email
9485	04-05-2018	18-07-2018	Juan	Roberts	MALE	Ronald Flores	Comm5	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	Arizona	HOC-053	Non Urgent	Company HQ	Written
9486	07-05-2018	07-05-2018	Chris	Jenkins	MALE	Willie Sullivan	Comm8	APPLICATION REQUEST	West	CLOSED	California	MOT-007	Non Urgent	Company HQ	Email
9487	07-05-2018	07-05-2018	Beverly	Arnold	FEMALE	Roger Lopez	Comm2	UPDATE REQUEST	Midwest	CLOSED	Ohio	HOC-049	Non Urgent	Company HQ	Email
9488	07-05-2018	09-05-2018	Jacqueline	Ramirez	FEMALE	Eric Lawrence	Bonus Based	BENEFICIARY MANAGEMENT REQUEST	West	CLOSED	California	HOC-050	Non Urgent	Company HQ	Email
9489	07-05-2018	09-05-2018	Mark	Wood	MALE	John Owens	Comm6	BENEFICIARY MANAGEMENT REQUEST	South	CLOSED	Florida	CAS-067	Non Urgent	Company HQ	Email
9490	07-05-2018	09-05-2018	Sandra	Cole	FEMALE	George Nguyen	Bonus Based	BENEFICIARY MANAGEMENT REQUEST	South	CLOSED	Georgia	CAS-072	Non Urgent	Company HQ	Email
9491	08-05-2018	09-05-2018	Eric	Harrison	MALE	Justin Ross	Comm8	BENEFICIARY MANAGEMENT REQUEST	South	CLOSED	Georgia	CAP-026	Non Urgent	Company HQ	Email
9492	04-05-2018	16-05-2018	Tina	Turner	FEMALE	Justin Ross	Comm8	LOW DISCOUNT	Midwest	CLOSED	Kansas	CAS-017	Non Urgent	Company HQ	Email
9493	09-05-2018	09-05-2018	Joshua	Medina	MALE	Martin Day	No Commission	BENEFICIARY MANAGEMENT REQUEST	Midwest	CLOSED	Missouri	CAP-028	Non Urgent	Company HQ	Email
9494	09-05-2018	10-05-2018	Debra	Gibson	FEMALE	Eugene Clark	Comm3	CERTIFICATE OF CONTENTS	Midwest	CLOSED	North Dakota	HHC-078	Non Urgent	Company HQ	Email
9495	08-05-2018	14-05-2018	Scott	Welch	MALE	Andrew Rodriguez	Comm2	DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS	Midwest	CLOSED	Ohio	HOC-049	Non Urgent	Company HQ	Email
9496	09-05-2018	09-05-2018	Robert	Price	MALE	Scott Clark	Comm2	CERTIFICATE OF CONTENTS	West	CLOSED	California	PNM-002	Non Urgent	Company HQ	Email
9497	09-05-2018	09-05-2018	Nicholas	Garza	MALE	Henry Burton	Comm2	BENEFICIARY MANAGEMENT REQUEST	South	CLOSED	North Carolina	CAS-014	Non Urgent	Company HQ	Email
9498	09-05-2018	09-05-2018	Joshua	Meyer	MALE	Sean Stanley	Comm7	UPDATE REQUEST	South	CLOSED	Florida	MOT-010	Non Urgent	Company HQ	Email
9499	09-05-2018	10-05-2018	Martin	Franklin	MALE	Peter Robinson	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-050	Non Urgent	Company HQ	Email
9500	09-05-2018	24-05-2018	Stephen	Spencer	MALE	Jose Rogers	Bonus Based	BENEFICIARY MANAGEMENT REQUEST	Midwest	CLOSED	Michigan	LBL-074	Non Urgent	Company HQ	Email
9501	09-05-2018	10-05-2018	Michelle	White	FEMALE	Raymond Sanders	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	HOC-050	Non Urgent	Company HQ	Email
9502	09-05-2018	18-05-2018	Gary	Sims	MALE	Jimmy Wheeler	Comm9	BENEFICIARY MANAGEMENT REQUEST	West	CLOSED	Washington	CAS-015	Non Urgent	Company HQ	Email
9503	09-05-2018	10-05-2018	Andrew	Robinson	MALE	Roger Robertson	No Commission	CERTIFICATE OF CONTENTS	West	CLOSED	California	CAP-027	Non Urgent	Company HQ	Email
9504	09-05-2018	24-05-2018	Kathy	Coleman	FEMALE	Jonathan Dean	Comm6	BENEFICIARY MANAGEMENT REQUEST	South	CLOSED	Florida	BNM-036	Non Urgent	Company HQ	Email
